Timestamp,Which of the following best describe(s) how you think of yourself? (Please note that this survey is intended for people who are not just men all the time or just women all the time.),"In a magical world where all title fields on forms were optional and write-your-own, what would you want yours to be?","Supposing all pronouns were accepted by everyone without question and were easy to learn, which pronouns are you happy for people to use for you?",Feedback
12/02/2015 17:34:35,Nonbinary,Mx,They/them (singular they),
12/02/2015 17:40:10,"Agender, Nonbinary, Trans, Genderflux",Mx,Ey/em (Spivak),
12/02/2015 17:43:01,"Fluid gender/genderfluid, Nonbinary",No title at all,They/them (singular they),
12/02/2015 17:44:18,Agender,No title at all,"She/her, They/them (singular they)",I'm in the US.
12/02/2015 17:53:49,Fluid gender/genderfluid,No title at all,They/them (singular they),
12/02/2015 17:55:06,"Genderqueer, Nonbinary, Trans, Transgender",Mx,"It/that, They/them (singular they), it/its",
12/02/2015 18:00:35,"Agender, Neutral, Nonbinary",Mx,"Co/co, Ey/em (Spivak), They/them (singular they)",
12/02/2015 18:01:53,"Agender, Fluid gender/genderfluid, Genderqueer, Man, Nonbinary, Questioning or unknown, Transgender, Woman, Elissogender, aporagender",Mx,"He/him, She/her, They/them (singular they), Zie/hir, or some variation thereof",
12/02/2015 18:02:49,"Androgyne, Man, Neutral, Nonbinary, Transgender",Mr,"Ey/em (Spivak), He/him, They/them (singular they)",
12/02/2015 18:06:02,Genderqueer,No title at all,"He/him, She/her",
12/02/2015 18:06:07,"Genderqueer, Nonbinary",Mx,"Ey/em (Spivak), They/them (singular they)",
12/02/2015 18:12:56,"Bigender, Nonbinary, Trans",Mx,"They/them (singular they), fae/faer",
12/02/2015 18:14:17,Agender,Mx,Xe/xem,
12/02/2015 18:15:50,"Agender, Questioning or unknown",No title at all,"None/avoid pronouns, They/them (singular they)",
12/02/2015 18:19:26,"Agender, Nonbinary, Trans",No title at all,"He/him, It/that, They/them (singular they)",
12/02/2015 18:19:40,Fluid gender/genderfluid,Mx,They/them (singular they),
12/02/2015 18:24:29,Fluid gender/genderfluid,Mx,Any,
12/02/2015 18:25:07,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans, Trans*, Transgender, pansy fairy boy, orange with sparkles",Fab. (short for Genderfabulous),They/them (singular they),
12/02/2015 18:28:21,"Agender, Fluid gender/genderfluid, Neutral, Trans",No title at all,"None/avoid pronouns, They/them (singular they)",
12/02/2015 18:28:46,"Agender, Fluid gender/genderfluid, Neutral, Nonbinary, Questioning or unknown, Trans, Transgender",No title at all,They/them (singular they),
12/02/2015 18:30:08,"Fluid gender/genderfluid, Trans, Transgender, Woman",Miss,"She/her, They/them (singular they)",
12/02/2015 18:48:37,"Fluid gender/genderfluid, Nonbinary, Trans, Transgender, Woman",Mx,"She/her, fey/fer",
12/02/2015 18:51:07,"Agender, Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans, Transgender, Woman, trans feminine",Ms,"She/her, a/ath/athes",
12/02/2015 18:53:36,"Agender, Trans",No title at all,"None/avoid pronouns, They/them (singular they), E/em",
12/02/2015 18:53:38,"Androgyne, Intergender, Neutral, Neutrois, Nonbinary, Trans, Transgender, Woman",No title at all,"Ey/em (Spivak), It/that, None/avoid pronouns, They/them (singular they)",
12/02/2015 19:00:39,"Agender, Androgyne, Genderqueer, Neutral, Neutrois, Nonbinary, Socially gendered agender female",Mx,"Ey/em (Spivak), They/them (singular they), Ey/eir",
12/02/2015 19:02:47,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans",No title at all,"They/them (singular they), Xe/Xey/Xem",
12/02/2015 19:04:48,Nonbinary,No title at all,"Co/co, Ey/em (Spivak), None/avoid pronouns, They/them (singular they), Zie/hir, or some variation thereof",
12/02/2015 19:14:30,"Agender, Neutral, Neutrois, Nonbinary",No title at all,They/them (singular they),
12/02/2015 19:17:12,"Fluid gender/genderfluid, Nonbinary, Trans, Transgender",Mx,They/them (singular they),
12/02/2015 19:19:41,"Genderqueer, Nonbinary, Trans, Transgender, Woman",Ms,"She/her, They/them (singular they)",
12/02/2015 19:29:52,"Nonbinary, Transgender, squidgender",Misc,gem/gems/gemself,
12/02/2015 19:38:10,Fluid gender/genderfluid,Dr,Any,
12/02/2015 19:46:36,"Androgyne, Fluid gender/genderfluid, Trans",Mx,"He/him, They/them (singular they)",
12/02/2015 19:47:28,"Genderqueer, Nonbinary, Trans",No title at all,They/them (singular they),
12/02/2015 19:51:18,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans, Transgender",No title at all,"He/him, They/them (singular they)",
12/02/2015 19:51:58,"Nonbinary, Questioning or unknown",Miss,"Questioning or unknown, She/her, They/them (singular they)",
12/02/2015 19:53:58,"Intergender, Neutral, Neutrois, Questioning or unknown",No title at all,None/avoid pronouns,
12/02/2015 19:56:49,"Agender, Nonbinary, Trans",No title at all,They/them (singular they),
12/02/2015 20:01:49,"Genderqueer, Nonbinary, Questioning or unknown, Trans, Transgender",No title at all,"He/him, None/avoid pronouns, They/them (singular they)",
12/02/2015 20:13:00,Nonbinary,Mx,They/them (singular they),
12/02/2015 20:43:14,"Agender, Man, Nonbinary, Trans, Transgender, Demiboy",Mr,"He/him, They/them (singular they)",
12/02/2015 20:43:37,"Bigender, Fluid gender/genderfluid, Nonbinary",No title at all,They/them (singular they),
12/02/2015 20:45:22,Nonbinary,No title at all,fae/faer/faem,
12/02/2015 20:56:56,"Trans, Transgender, Woman",Ms,She/her,
12/02/2015 21:02:11,"Agender, Fluid gender/genderfluid, Genderqueer, Neutrois, Questioning or unknown, Woman, Complicated....",No title at all,"Any, Ey/em (Spivak), She/her, Zie/hir, or some variation thereof, varying",
12/02/2015 21:07:24,"Genderqueer, Questioning or unknown, Demigender",No title at all,"Questioning or unknown, She/her, They/them (singular they)",
12/02/2015 21:46:07,"Man, Neutral, Nonbinary, Questioning or unknown, Trans, demiboy",No title at all,"He/him, They/them (singular they)",
12/02/2015 22:28:13,"Androgyne, Fluid gender/genderfluid, Genderqueer, Intergender, Nonbinary, Trans*",Mx,"They/them (singular they), Zie/hir, or some variation thereof",Have family and roots in the UK but not living there at the moment. 
12/02/2015 22:24:47,"Androgyne, Genderqueer, Nonbinary",No title at all,They/them (singular they),
12/02/2015 22:26:23,"Genderqueer, Man, Nonbinary, Trans, Trans*, Transgender",No title at all,"He/him, They/them (singular they)",
12/02/2015 22:28:29,"Bigender, Nonbinary",No title at all,"He/him, She/her",
12/02/2015 22:28:54,"Genderqueer, Nonbinary",No title at all,"Ey/em (Spivak), None/avoid pronouns, They/them (singular they)",
12/02/2015 22:36:15,"Fluid gender/genderfluid, Genderqueer, Nonbinary",No title at all,"None/avoid pronouns, They/them (singular they)",
12/02/2015 22:40:12,"Androgyne, Bigender, Fluid gender/genderfluid, Genderqueer, Nonbinary, Questioning or unknown",Mx,"Any, He/him, They/them (singular they)",
12/02/2015 22:45:06,"Fluid gender/genderfluid, Questioning or unknown, demigirl",No title at all,"She/her, They/them (singular they)",
12/02/2015 22:45:58,"Agender, Nonbinary, Trans",Mx,They/them (singular they),
12/02/2015 22:48:11,"Agender, Neutral, Nonbinary, Trans",Mx,They/them (singular they),
12/02/2015 23:02:37,"Bigender, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Trans, Woman",Mx,"Questioning or unknown, She/her, They/them (singular they)",
12/02/2015 23:15:14,"Agender, Androgyne, Fluid gender/genderfluid, Genderqueer, Neutrois, Questioning or unknown, Woman, other",No title at all,Questioning or unknown,
12/02/2015 23:17:47,"Agender, Bigender, Fluid gender/genderfluid, Man, Neutral, Neutrois, Nonbinary, Trans, Trans*, Transgender",Archichancellor,"Any, It/that, They/them (singular they), Zie/hir, or some variation thereof",
12/02/2015 23:25:06,"Nonbinary, Questioning or unknown",No title at all,They/them (singular they),
12/02/2015 23:30:29,"Fluid gender/genderfluid, Genderqueer, Nonbinary, Woman",No title at all,None/avoid pronouns,
12/02/2015 23:33:19,"Agender, Genderqueer, Nonbinary, Trans",Misc,"Ey/em (Spivak), She/her, They/them (singular they), Zie/hir, or some variation thereof, ae/aem",
12/02/2015 23:38:21,"Fluid gender/genderfluid, Genderqueer",No title at all,"Co/co, None/avoid pronouns, Questioning or unknown",
13/02/2015 00:21:03,Questioning or unknown,No title at all,"Any, None/avoid pronouns, Questioning or unknown, She/her",
13/02/2015 00:21:13,"Agender, Androgyne, Bigender, Cisgender, Fluid gender/genderfluid, Genderqueer, Intergender, Man, Neutral, Neutrois, Nonbinary, Questioning or unknown",No title at all,"Any, He/him, None/avoid pronouns, Questioning or unknown, They/them (singular they)",
13/02/2015 00:25:01,"Agender, Bigender, Fluid gender/genderfluid, Genderqueer, Neutrois, Nonbinary, Transgender, Woman, DemiGenders, polygender, and trigender",Indv.,"She/her, They/them (singular they), Xe/Xem/Xyr",This was v interesting thank!
13/02/2015 00:28:48,Man,Mr,He/him,
13/02/2015 00:33:21,"Agender, Nonbinary",Mx,"He/him, They/them (singular they)",
13/02/2015 00:34:35,"Genderqueer, Nonbinary, Trans, Transgender, Hybrid",No title at all,"He/him, They/them (singular they), Zie/hir, or some variation thereof",
13/02/2015 00:37:53,Fluid gender/genderfluid,No title at all,They/them (singular they),
13/02/2015 00:39:46,"Androgyne, Nonbinary",Mx,They/them (singular they),
13/02/2015 00:43:56,"Agender, Trans",Mr,"He/him, They/them (singular they), void/voidself",
13/02/2015 00:57:51,"Genderqueer, Nonbinary, Transgender",Mx,They/them (singular they),
13/02/2015 01:00:35,Fluid gender/genderfluid,No title at all,"None/avoid pronouns, She/her",
13/02/2015 01:27:25,"Neutrois, Trans",Misc,Ey/em (Spivak),
13/02/2015 01:29:26,"Fluid gender/genderfluid, Nonbinary, Trans, Trans*, Transgender",Mx,They/them (singular they),
13/02/2015 01:29:24,genderless,No title at all,"None/avoid pronouns, Xe/Xem",
13/02/2015 01:30:33,"Agender, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Questioning or unknown, Trans, Transgender",No title at all,They/them (singular they),"Is it totally weird that I'm considering a PhD for a lot of reasons, and one of them is the gender neutrality of Dr?"
13/02/2015 01:51:36,Demigirl,Miss,"They/them (singular they), Xey/Xem",:)
13/02/2015 01:54:41,Neutral,No title at all,They/them (singular they),
13/02/2015 01:56:11,Demigirl,No title at all,They/them (singular they),
13/02/2015 01:56:34,Genderfluid (fluctuating on a spectrum between female and neutrois),Mx,"He/him, She/her, They/them (singular they)",
13/02/2015 01:59:57,"Genderqueer, Nonbinary",Mx,"They/them (singular they), Zie/hir, or some variation thereof",
13/02/2015 02:02:42,"Agender, Androgyne, Fluid gender/genderfluid, Genderqueer, Neutral, Woman",No title at all,Any,
13/02/2015 02:04:35,Agender,Mx,"They/them (singular they), ae/aer",
13/02/2015 02:05:44,Questioning or unknown,Mx,"Ey/em (Spivak), They/them (singular they)",
13/02/2015 02:05:56,"Fluid gender/genderfluid, Nonbinary, Demigirl",Mx,"She/her, They/them (singular they)",
13/02/2015 02:06:05,"Agender, Nonbinary, Transgender, Demigirl",No title at all,"She/her, They/them (singular they)",
13/02/2015 02:06:07,Demiboy,Mx,"He/him, They/them (singular they)",
13/02/2015 02:11:11,"Agender, Nonbinary, Trans",No title at all,They/them (singular they),"I'd like to mention that my native language is Portuguese, which is heavily gendered (and binary-centric), and in that idealized scenario i would prefer if it had not only neutral pronouns but also neutral adjectives, articles, and other gendered words."
13/02/2015 02:11:43,"Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Trans, Transgender, Woman",Mx,"She/her, They/them (singular they)",
13/02/2015 02:12:02,"Agender, Genderqueer, Man, Nonbinary, Woman",Ms,"She/her, They/them (singular they), Zie/hir, or some variation thereof",
13/02/2015 02:13:45,"Androgyne, Fluid gender/genderfluid, Nonbinary, Transgender",Mx,They/them (singular they),
13/02/2015 02:13:47,"Agender, Androgyne, Fluid gender/genderfluid, Neutral, Nonbinary, Questioning or unknown",Mx,"Any, He/him, It/that, Questioning or unknown, She/her, They/them (singular they)",
13/02/2015 02:21:41,"Fluid gender/genderfluid, Questioning or unknown, demigirl",No title at all,"She/her, They/them (singular they)",
13/02/2015 02:23:09,Agender,Mx,They/them (singular they),
13/02/2015 02:25:15,"Androgyne, Fluid gender/genderfluid, Genderqueer, Nonbinary, Trans",Mr,They/them (singular they),
13/02/2015 02:25:54,"Bigender, Genderqueer, Man, Nonbinary, Questioning or unknown, Woman",Mx,"Any, He/him, She/her, They/them (singular they)",
13/02/2015 02:27:00,"Androgyne, Neutrois, Nonbinary, Trans, Transgender",Mx,They/them (singular they),
13/02/2015 02:30:55,"Agender, Fluid gender/genderfluid, Neutral, Nonbinary, Transgender",Mx,"He/him, She/her, They/them (singular they)",
13/02/2015 02:33:20,"Agender, Neutral, Nonbinary, Transgender",Mx,"None/avoid pronouns, They/them (singular they)",
13/02/2015 02:33:28,"Agender, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary, Questioning or unknown",No title at all,"Questioning or unknown, She/her, They/them (singular they)",
13/02/2015 02:33:56,"Agender, Genderqueer, Nonbinary, Trans",Mx,They/them (singular they),
13/02/2015 02:33:58,Agender,Mx,"Ey/em (Spivak), None/avoid pronouns, They/them (singular they), Zie/hir, or some variation thereof",
13/02/2015 02:35:27,"Fluid gender/genderfluid, Nonbinary, Trans, Transgender",Mx,"Ey/em (Spivak), They/them (singular they)",
13/02/2015 02:37:14,"Nonbinary, Trans",Mx,"He/him, They/them (singular they)",
13/02/2015 02:39:54,"Neutral, Neutrois, Nonbinary, Trans, Transgender, transsexual",No title at all,"Ey/em (Spivak), They/them (singular they)",
13/02/2015 02:41:39,"Agender, Questioning or unknown",No title at all,"Any, He/him, None/avoid pronouns, Questioning or unknown, She/her, They/them (singular they)",
13/02/2015 02:44:12,"Androgyne, Fluid gender/genderfluid, Genderqueer, Neutral, Nonbinary",No title at all,They/them (singular they),
13/02/2015 02:50:18,Nonbinary,Mx,They/them (singular they),
13/02/2015 02:50:32,"Nonbinary, Questioning or unknown, Trans, Transgender",No title at all,"It/that, Questioning or unknown, They/them (singular they), Zie/hir, or some variation thereof, ve/vir",
13/02/2015 02:58:17,"Androgyne, Trans",No title at all,"He/him, None/avoid pronouns, They/them (singular they)",
13/02/2015 03:00:46,"Fluid gender/genderfluid, Man, Neutral, Nonbinary, Trans*, Woman",Mx,"Zie/hir, or some variation thereof","Because I did a project for school about trans and non-binary people, I had to make some compromises in order to use official,valid resources. So now I kind of think of trans as an umbrella term for anyone whose gender does not match their assigned sex at birth. I think of non-binary people being under the trans label, but it seems like my way of thinking isn't very common."
13/02/2015 03:15:29,Agender,Mx,Questioning or unknown,
13/02/2015 03:20:03,"Agender, Bigender, Trans, Transgender, Other gender, not questioning but not able to desribe",No title at all,They/them (singular they),
13/02/2015 03:27:49,"Androgyne, Nonbinary, Trans",Dr.,They/them (singular they),
13/02/2015 03:31:40,"Nonbinary, Trans, trans masculine",Mx,They/them (singular they),
13/02/2015 03:39:22,"Cisgender, Woman",No title at all,"None/avoid pronouns, She/her",
13/02/2015 03:43:35,Agender,No title at all,Any,
13/02/2015 03:48:39,"Neutral, Nonbinary, Questioning or unknown",Mr,He/him,
13/02/2015 03:48:41,"Neutral, Nonbinary, Questioning or unknown",Mr,He/him,
13/02/2015 03:50:30,Agender,No title at all,"She/her, They/them (singular they)",
13/02/2015 03:50:52,Agender,No title at all,Any,
13/02/2015 04:00:08,"Genderqueer, Neutral, Nonbinary, Questioning or unknown, Trans, Transgender",Misc,"He/him, Questioning or unknown, They/them (singular they)",
13/02/2015 04:04:05,Agender,No title at all,"He/him, They/them (singular they)",
13/02/2015 04:07:56,Agender,No title at all,They/them (singular they),
13/02/2015 04:10:53,"Agender, Fluid gender/genderfluid, Nonbinary, Trans",,"He/him, They/them (singular they), Zie/hir, or some variation thereof",
13/02/2015 04:23:07,Agender,Mx,"Questioning or unknown, They/them (singular they), Zie/hir, or some variation thereof",
13/02/2015 04:24:15,"Fluid gender/genderfluid, Nonbinary, Questioning or unknown",No title at all,Questioning or unknown,
